title,NER,link
"""German Potato Salad""","""new potatoes,onions,stalks celery,cider vinegar,hot bacon,bacon,salt,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=567794"""
"""Coconut Pie""","""eggs,milk,vanilla,butter,sugar,flour,coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=460977"""
"""Bullets""","""ground beef,flour,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=177983"""
"""Mom'S Pancakes""","""flour,baking powder,salt,sugar,egg,milk,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=440419"""
"""Pecan Kisses""","""egg,light brown sugar,vanilla,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=299730"""
"""Pizza Casserole""","""ground beef,sauce,Mozzarella cheese,mushrooms,biscuit mix,milk,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=944934"""
"""Chocolate Lover'S No-Bake Brownies""","""semi-sweet chocolate chips,condensed milk,chocolate wafers,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=566539"""
"""Broccoli Casserole""","""broccoli,mushroom soup,mayonnaise,egg,onion,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=508407"""
"""Fruit Bars""","""flour,baking powder,almond extract,nuts,maraschino cherries,sugar,salt,eggs,dates,semi-sweet chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=469162"""
"""Chinese Hamburger""","""hamburger,oil,onion,celery,rice,cream of mushroom soup,cream of chicken soup,water,soy sauce,pepper,noodles""","""www.cookbooks.com/Recipe-Details.aspx?id=130210"""
"""Almond Roco""","""butter,sugar,water,almonds,chocolate,almonds""","""www.cookbooks.com/Recipe-Details.aspx?id=588117"""
"""Hungarian-Stuffed Peppers""","""peppers,onion,garlic powder,ground beef,rice,egg,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=1051266"""
"""Lemon Pudding Pound Cake""","""eggs,yellow cake mix,water,oil""","""www.cookbooks.com/Recipe-Details.aspx?id=1068808"""
"""Peanut Butter Cup Cookies""","""butter,peanut butter,brown sugar,white sugar,egg,vanilla,flour,baking soda,salt,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=199255"""
"""Egg Cheese Souffle""","""eggs,milk,mustard,salt,onion powder,pepper,croutons""","""www.cookbooks.com/Recipe-Details.aspx?id=847545"""
"""Apple Bread""","""margarine,egg,cinnamon,ground cloves,salt,pecans,brown sugar,flour,baking soda,ground nutmeg,raisins,applesauce""","""www.cookbooks.com/Recipe-Details.aspx?id=861595"""
"""Homemade Noodles""","""flour,eggs,water""","""www.cookbooks.com/Recipe-Details.aspx?id=1079264"""
"""Chocolate Fudge""","""margarine,milk,sugar,marshmallows,baking chocolate,milk chocolate,semi-sweet chocolate,vanilla,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=497913"""
"""Fruit Cake""","""eggs,flour,salt,sugar,baking powder,chocolate chips,nuts,candied cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=267592"""
"""Cranberry Scones""","""butter,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=539683"""
"""Brownie Pie""","""all-purpose,cocoa,sugar,eggs,margarine,salt,vanilla,nuts,cream""","""www.cookbooks.com/Recipe-Details.aspx?id=834475"""
"""Cream Puff Dessert""","""water,margarine,flour,eggs,vanilla instant pudding,milk,cream cheese,chocolate syrup""","""www.cookbooks.com/Recipe-Details.aspx?id=1059434"""
"""Chantilly Low-Fat""","""nonfat plain yogurt,heavy cream,mandarin juice""","""www.cookbooks.com/Recipe-Details.aspx?id=420731"""
"""Golf Balls""","""cocoa,butter,powdered sugar,milk,vanilla,peanut butter""","""www.cookbooks.com/Recipe-Details.aspx?id=627006"""
"""Crispy Herb Bread""","""olive oil,garlic powder,bread,thyme,marjoram,paprika,Parmesan cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=26201"""
"""Festive Fruit Salad""","""pineapple,mandarin oranges,grapes,marshmallows,strawberries,apples,lemon juice,orange juice,cornstarch,sugar,bananas,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=830427"""
"""Fresh Strawberry Pie""","""strawberries,water,salt,sugar,cornstarch,cinnamon,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=313002"""
"""Egg Custard""","""sugar,eggs,milk,cornstarch,vanilla,ground cinnamon,pie shell""","""www.cookbooks.com/Recipe-Details.aspx?id=280005"""
"""Chicken Giblet Gravy""","""chicken broth,eggs,chicken,salt,flour,water""","""www.cookbooks.com/Recipe-Details.aspx?id=309232"""
"""Beef Brisket""","""beef brisket,catsup,water,onion,cider vinegar,horseradish,mustard,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=1007920"""
"""Fruit Medley""","""tapioca,water,sugar,water,orange juice,oranges,peach slices,strawberries,bananas,lime sherbet""","""www.cookbooks.com/Recipe-Details.aspx?id=399"""
"""Nana'S Cornbread(For 9-Inch Iron Skillet Or 8 X 8-Inch Pan)""","""corn meal,flour,sugar,salt,baking soda,egg,buttermilk,bacon fat""","""www.cookbooks.com/Recipe-Details.aspx?id=917184"""
"""Marinated Pork Roast""","""pork roast,sherry,mustard,thyme,soy sauce,garlic,ginger""","""www.cookbooks.com/Recipe-Details.aspx?id=791287"""
"""Dad'S Chili""","""pork tenderloin,oil,garlic,green chilies,tomatoes,water,cornstarch,garlic salt""","""www.cookbooks.com/Recipe-Details.aspx?id=623857"""
"""Spoon Rolls""","""egg,yeast,flour,water,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=1073363"""
"""Chicago Crunchy Chocolate Chip Cookies""","""flour,baking soda,brown sugar,milk,vanilla,cornflakes,chocolate,salt,butter,sugar,egg,vegetable oil,oats""","""www.cookbooks.com/Recipe-Details.aspx?id=758790"""
"""Salad Dressing""","""lemon juice,honey,clove garlic,rosemary,water,onion,flax seed,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=1285"""
"""Leroy'S Heavenly Hash""","""No,bananas,marshmallows,pecan pieces,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=325073"""
"""Banana Cream Pie""","""milk,heavy cream,egg yolks,sugar,cornstarch,vanilla,butter,bananas""","""www.cookbooks.com/Recipe-Details.aspx?id=169407"""
"""Marinated Onions And Blue Cheese""","""olive oil,lemon juice,salt,pepper,sugar,cheese,onions""","""www.cookbooks.com/Recipe-Details.aspx?id=785447"""
"""Cheese Cake""","""graham cracker crumbs,butter,cinnamon,sugar,cream cheese,milk,sugar,eggs,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=378751"""
"""Carrot Bread""","""sugar,oil,eggs,flour,baking soda,baking powder,cinnamon,carrots,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=829107"""
"""Mistletoe Punch""","""frozen lemonade concentrate,orange juice concentrate,water,grenadine syrup,ginger ale,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=269252"""
"""Mixed Vegetable Casserole""","""Veg-All,onion,water chestnuts,grated cheese,mayonnaise,roll,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=472234"""
"""Cheeseburger Crescent Bake(1 Hour)""","""ground beef,crescent rolls,onion,Worcestershire sauce,lemon juice,paprika,garlic powder,salt,pepper,shredded cheese,egg""","""www.cookbooks.com/Recipe-Details.aspx?id=901128"""
"""Do-Unkles Pumpkin Cake""","""sugar,flour,pumpkin,salt,cinnamon,nutmeg,soda,oil,eggs,baking powder,walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=458051"""
"""Colonial Cheese Biscuits""","""Cheddar cheese,butter,flour,salt,paprika,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=637467"""
"""Simple Salsa Dip""","""salsa,American cheese,beans""","""www.cookbooks.com/Recipe-Details.aspx?id=489666"""
"""Any Flavor Pan Dessert""","""flour,butter,pecans,sugar,cream cheese,powdered sugar,instant pudding,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=880110"""
"""Mexican Casserole""","""Fritos,ground beef,onion,mushroom soup,cream of chicken soup,milk,cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=24187"""
"""Apple Sour Cream Coffee Cake""","""flour,baking soda,salt,butter,sugar,eggs,vanilla,sour cream,sugar,cinnamon,nuts,apples""","""www.cookbooks.com/Recipe-Details.aspx?id=26833"""
"""Snickerdoodles""","""sugar,margarine,vegetable shortening,eggs,cinnamon,flour,cream of tartar,baking soda,salt,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=292551"""
"""Spaghetti Salad""","""spaghetti,cucumbers,tomatoes,stalks celery,green pepper,onions,Italian salad dressing,Salad Supreme""","""www.cookbooks.com/Recipe-Details.aspx?id=415864"""
"""Spanish Meat Balls""","""ground meat,bread,onion,rice,chili powder,allspice,eggs,salt,green pepper,tomato soup,water,chili powder""","""www.cookbooks.com/Recipe-Details.aspx?id=878987"""
"""Broccoli Cornbread""","""corn muffin,margarine,eggs,egg whites,sour cream,broccoli,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=118304"""
"""Fried Onion Rings""","""sweet onions,egg,water,vegetable oil,lemon juice,flour,baking powder,salt,cayenne pepper,oil""","""www.cookbooks.com/Recipe-Details.aspx?id=101994"""
"""Mayonnaise Rolls""","""White Lily,mayonnaise,sweet milk,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=965986"""
"""Cheeseburger Loaf""","""milk,egg,cracker crumbs,ground chuck,onion,salt,dry mustard,ketchup,American cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=896874"""
"""One Bowl Chocolate Fudge(Microwave)""","""semi-sweet chocolate,condensed milk,vanilla,salt,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=502592"""
"""Ranch Style Baked Beans Casserole""","""margarine,ground beef,onion soup mix,water,catsup,mustard,vinegar,pork,kidney beans""","""www.cookbooks.com/Recipe-Details.aspx?id=948349"""
"""Etta'S Hungarian Coffee Cake""","""brown sugar,flour,shortening,salt,egg,baking soda,baking powder,sour milk""","""www.cookbooks.com/Recipe-Details.aspx?id=752471"""
"""Beer Biscuits""","""biscuit mix,sugar,warm beer""","""www.cookbooks.com/Recipe-Details.aspx?id=661884"""
"""Baked Spaghetti""","""onion,green pepper,butter,tomatoes,mushroom stems,olives,oregano,ground beef,Cheddar cheese,condensed cream,water,Parmesan cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=198351"""
"""Easy Apple Dumplings""","""cooking apples,sugar,brown sugar,water,apple pie spice,vanilla,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=1053292"""
"""Twinkie Dessert""","""Twinkies,strawberry jello,water,frozen strawberries,vanilla instant pudding""","""www.cookbooks.com/Recipe-Details.aspx?id=106005"""
"""Gooey Butter Cake""","""chocolate cake,eggs,butter,cream cheese,powdered sugar,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=118624"""
"""Corn Pudding""","""cream-style,butter,flour,eggs,sugar,milk,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=162191"""
"""Honey Cake""","""eggs,honey,sugar,black coffee,baking powder,margarine,baking soda,flour,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=751368"""
"""Enchiladas""","""tomato paste,water,garlic,chili powder,lean ground beef,green onions,shredded Monterey Jack cheese,corn tortillas""","""www.cookbooks.com/Recipe-Details.aspx?id=974318"""
"""Zucchini In Tomato Juice(From Weight Watchers)""","""zucchini,tomato juice,oregano,parsley flakes,garlic,bell pepper,onions,salt,chicken""","""www.cookbooks.com/Recipe-Details.aspx?id=1050709"""
"""Pineapple Casserole""","""sugar,flour,Cheddar cheese,crackers,pineapple,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=978452"""
"""Brunswick Stew""","""chicken,water,salt,potatoes,onion,frozen limas,corn,tomatoes,salt,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=837600"""
"""Cheese Ball""","""cream cheese,mayonnaise,lemon juice,green onions,deli beef,black olives,green bell pepper,nuts,crackers""","""www.cookbooks.com/Recipe-Details.aspx?id=721049"""
"""Marinated Carrots""","""carrots,onion,tomato soup,salt,pepper,sugar,salad oil,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=754229"""
"""Blueberry Cake""","""eggs,sugar,shortening,salt,baking powder,vanilla,flour,milk,floured blueberries""","""www.cookbooks.com/Recipe-Details.aspx?id=303061"""
"""Summer Squash Casserole""","""onion,cream of chicken soup,sour cream,stuffing mix,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=41230"""
"""Skor Cake""","""chocolate cake,milk,caramel sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=466181"""
"""Never Fail Pie Crust(Double Pie Crust)""","""flour,shortening,egg,water,vinegar,sugar,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=994414"""
"""Best Brownies""","""butter,cocoa,sugar,eggs,vanilla,flour,salt,flaked coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=667352"""
"""Mushroom Caps Stuffed""","""mushrooms,sweet sausage,Mozzarella cheese,bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=1056983"""
"""Toffee Brickle""","""unsalted soda crackers,brown sugar,butter,chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=712562"""
"""Stir Fried Veggies Medley""","""carrots,celery stalks,onions,broccoli,mushrooms,salad,water,salt,pepper,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=145387"""
"""Bacon And Egg Breakfast Bake""","""fully cooked Canadian bacon,Muenster,eggs,milk,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=1074547"""
"""Spiced Tea""","""sugar,instant tea,cinnamon,cloves,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=901007"""
"""Fruit Pizza""","""cream cheese,Marshmallow Fluff,blueberries""","""www.cookbooks.com/Recipe-Details.aspx?id=1056162"""
"""Ham Roll-Ups""","""ham,cream cheese,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=281046"""
"""Pineapple Souffle""","""butter,sugar,pineapple,bread,eggs,milk,cinnamon,sugar,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=870995"""
"""Real Whipped Cream That Keeps""","""unflavored gelatin,cold water,heavy cream,salt,vanilla,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=104144"""
"""Montana Mud Cake""","""margarine,sugar,cocoa,eggs,vanilla,flour,coconut,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=933352"""
"""Diane'S Quick Quiche""","""eggs,margarine,Bisquick,salt,pepper,Swiss cheese,crisp fried bacon,onion,basil,marjoram,broccoli""","""www.cookbooks.com/Recipe-Details.aspx?id=834412"""
"""Egg Drop Soup""","""peanut oil,onion,garlic,chicken broth,soy sauce,pepper,carrots,ginger root,lean pork,bamboo shoots,water chestnuts,frozen pea pods,sesame oil,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=426689"""
"""Summer Berry Sauce""","""frozen raspberry,honey,fresh strawberries,blueberries,frozen raspberries""","""www.cookbooks.com/Recipe-Details.aspx?id=580675"""
"""Cherry Pie""","""graham cracker crust,condensed milk,lemon juice,cherry pie filling,cream cheese,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=185919"""
"""Baked Bean Casserole""","""bacon drippings,garlic salt,onions,pork,regular,beans,catsup,dry mustard,black pepper,salt,brown sugar,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=473325"""
"""Pumpkin Bread""","""pumpkin,salad oil,sugar,flour,eggs,salt,baking powder,baking soda,cinnamon,cloves,nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=687011"""
"""Fried Rice""","""onions,green pepper,salad oil,rice,mushrooms,soy sauce,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=633681"""
"""Paw Paw'S Pancakes""","""eggs,sugar,flour,milk,oleo,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=464949"""
"""Speedy White Clam Sauce""","""clams,garlic,olive oil,parsley,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=319098"""
"""Pineapple Cranberry Pie""","""cranberries,pineapple,sugar,flour,cinnamon,nutmeg,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=222141"""
"""Strawberry Yum-Yum""","""margarine,graham cracker crumbs,Dream Whip,cream cheese,sugar,cold milk,strawberries""","""www.cookbooks.com/Recipe-Details.aspx?id=968430"""
"""Blueberry Cream Pie""","""commerical sour cream,flour,sugar,vanilla extract,salt,egg,fresh blueberries,pastry shell,flour,butter,black walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=363298"""
"""Western Style Barbecue""","""frankfurters,butter,Campbell's chunky,whole kernel golden corn,lima beans,barbecue sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=544533"""
"""Cheese Cake""","""lemon Jell-O,boiling water,lemon juice,cream cheese,sugar,pineapple,vanilla,graham crackers,oleo""","""www.cookbooks.com/Recipe-Details.aspx?id=963141"""
"""Angel Food Cake""","""cake flour,sugar,egg white,cream of tartar,salt,vanilla,almond flavoring""","""www.cookbooks.com/Recipe-Details.aspx?id=43430"""
"""Plum Nutty Cake""","""flour,sugar,oil,baby food,eggs,cinnamon,allspice,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=326880"""
"""Pinto Bean Pie""","""sugar,margarine,pinto beans,eggs,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=884064"""
"""Speedy Little Devils""","""cake mix,peanut butter,oleo,marshmallow cream""","""www.cookbooks.com/Recipe-Details.aspx?id=232383"""
"""Martha Washington Candy""","""confectioners sugar,milk,vanilla,coconut,pecans,chocolate,paraffin""","""www.cookbooks.com/Recipe-Details.aspx?id=377649"""
"""24 Hour Salad""","""head lettuce,onion,bacon bits,mayonnaise,Swiss cheese,cauliflower,celery,frozen peas,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=921231"""
"""Rocky Road Fudge""","""margarine,unsweetened cocoa,light corn syrup,water,vanilla,confectioners sugar,marshmallows,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=375201"""
"""Ice Cream""","""eggs,sugar,milk,cream,vanilla,salt,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=13922"""
"""No Bake Persimmon Pudding""","""persimmon pulp,powdered sugar,graham cracker crumbs,peanuts,marshmallows,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=387528"""
"""Fruitcake Cookies""","""light brown sugar,eggs,flour,cinnamon,milk,candied fruit,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=61155"""
"""Chicken And Tortilla Casserole""","""chicken,tortillas,onion,green pepper,mushroom soup,cream of chicken soup,tomatoes,chili powder,garlic salt,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=225664"""
"""Fruit Pizza""","""cream cheese,fresh fruits,powdered sugar,coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=319278"""
"""Harvard Beets""","""butter,flour,boiling water,vinegar,brown sugar,salt,pepper,ground cloves""","""www.cookbooks.com/Recipe-Details.aspx?id=846996"""
"""Clam Chowder""","""bacon,potatoes,onion,clams,water,butter,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=169768"""
